PassengerId,SibSp,Parch
661,2,0
45,0,0
620,0,0
231,1,0
60,5,2
319,0,2
684,5,2
842,0,0
94,1,2
63,1,0
367,1,0
581,1,1
752,0,1
282,0,0
573,0,0
204,0,0
122,0,0
384,1,0
342,3,2
449,2,1
650,0,0
735,0,0
861,2,0
554,0,0
533,1,1
130,0,0
508,0,0
254,1,0
843,0,0
380,0,0
325,8,2
89,3,2
50,1,0
788,4,1
170,0,0
737,1,3
355,0,0
844,0,0
225,1,0
244,0,0
841,0,0
308,1,0
696,0,0
379,0,0
154,0,2
402,0,0
286,0,0
883,0,0
849,0,1
72,5,2
131,0,0
826,0,0
854,0,1
146,1,1
726,0,0
253,0,0
195,0,0
748,0,0
192,0,0
297,0,0
648,0,0
832,1,1
431,0,0
328,0,0
268,1,0
478,1,0
341,1,1
443,1,0
674,0,0
78,0,0
377,0,0
358,0,0
52,0,0
817,0,0
564,0,0
348,1,0
708,0,0
127,0,0
615,0,0
474,0,0
528,0,0
275,0,0
155,0,0
162,0,0
525,0,0
386,0,0
378,0,2
709,0,0
314,0,0
221,0,0
801,0,0
599,0,0
760,0,0
614,0,0
77,0,0
675,0,0
521,0,0
488,0,0
476,0,0
415,0,0
317,1,0
115,0,0
103,0,1
774,0,0
857,1,1
276,1,0
460,0,0
471,0,0
553,0,0
772,0,0
463,0,0
882,0,0
302,2,0
795,0,0
807,0,0
777,0,0
814,4,2
763,0,0
248,0,2
80,0,0
584,0,0
147,0,0
251,0,0
280,1,1
454,1,0
574,0,0
4,1,0
514,1,0
743,2,2
62,0,0
527,0,0
139,0,0
101,0,0
775,1,3
695,0,0
515,0,0
558,0,0
630,0,0
766,1,0
740,0,0
761,0,0
364,0,0
845,0,0
411,0,0
76,0,0
219,0,0
501,0,0
26,1,5
546,0,0
698,0,0
91,0,0
821,1,1
667,0,0
158,0,0
713,1,0
430,0,0
492,0,0
516,0,0
831,1,0
438,2,3
217,0,0
506,1,0
673,0,0
29,0,0
867,1,0
714,0,0
767,0,0
640,1,0
548,0,0
627,0,0
848,0,0
421,0,0
119,0,1
8,3,1
600,1,0
691,1,0
588,1,1
486,3,1
464,0,0
356,0,0
799,0,0
654,0,0
517,0,0
196,0,0
846,0,0
227,0,0
658,1,1
17,4,1
215,1,0
487,1,0
847,8,2
569,0,0
693,0,0
859,0,3
238,0,2
850,1,0
750,0,0
329,1,1
326,0,0
126,1,0
586,0,2
132,0,0
166,0,2
884,0,0
543,4,2
811,0,0
113,0,0
240,0,0
610,0,0
7,0,0
55,0,1
723,0,0
167,0,1
85,0,0
265,0,0
405,0,0
35,1,0
502,0,0
638,1,1
129,1,1
334,2,0
10,1,0
370,0,0
744,1,0
67,0,0
746,1,1
810,1,0
605,0,0
757,0,0
756,1,1
860,0,0
794,0,0
201,0,0
556,0,0
796,0,0
559,1,1
263,1,1
239,0,0
394,1,0
74,1,0
495,0,0
213,0,0
184,2,1
124,0,0
505,0,0
472,0,0
202,8,2
585,0,0
479,0,0
38,0,0
373,0,0
298,1,2
473,1,2
365,1,0
805,0,0
382,0,2
199,0,0
765,0,0
266,0,0
876,0,0
481,5,2
489,0,0
664,0,0
868,0,0
401,0,0
500,0,0
285,0,0
550,1,1
59,1,2
255,0,2
747,1,1
887,0,0
316,0,0
13,0,0
296,0,0
6,0,0
450,0,0
343,0,0
75,0,0
403,1,0
687,4,1
707,0,0
1,1,0
637,0,0
313,1,1
456,0,0
413,1,0
381,0,0
340,0,0
812,0,0
2,1,0
243,0,0
320,1,1
567,0,0
577,0,0
216,1,0
20,0,0
73,0,0
435,1,0
725,1,0
512,0,0
350,0,0
194,1,1
669,0,0
178,0,0
668,0,0
869,0,0
433,1,0
407,0,0
390,0,0
347,0,0
828,0,2
852,0,0
338,0,0
189,1,1
389,0,0
653,0,0
123,1,0
102,0,0
305,0,0
180,0,0
778,0,0
410,3,1
43,0,0
825,4,1
689,0,0
374,0,0
468,0,0
759,0,0
872,1,1
862,1,0
191,0,0
541,0,2
307,0,0
309,1,0
120,4,2
109,0,0
418,0,2
245,0,0
48,0,0
490,1,1
797,0,0
140,0,0
702,0,0
128,0,0
537,0,0
269,0,1
5,0,0
576,0,0
542,4,2
552,0,0
738,0,0
792,0,0
363,0,1
536,0,2
721,0,1
267,4,1
715,0,0
207,1,0
633,0,0
705,1,0
865,0,0
392,0,0
835,0,0
764,1,2
376,1,0
755,1,2
609,1,2
173,1,1
557,1,0
406,1,0
81,0,0
762,0,0
836,1,1
622,1,0
197,0,0
278,0,0
104,0,0
218,1,0
563,0,0
70,2,0
798,0,0
151,0,0
818,1,1
292,1,0
185,0,2
647,0,0
223,0,0
434,0,0
444,0,0
98,0,1
423,0,0
530,2,1
590,0,0
105,2,0
660,0,2
462,0,0
33,0,0
477,1,0
447,0,1
784,1,2
31,0,0
455,0,0
851,4,2
820,3,2
551,0,2
222,0,0
21,0,0
753,0,0
108,0,0
524,0,1
659,0,0
589,0,0
855,1,0
436,1,2
596,1,1
856,0,1
809,0,0
498,0,0
368,0,0
538,0,0
561,0,0
183,4,2
651,0,0
152,1,0
161,0,1
97,0,0
816,0,0
164,0,0
485,1,0
28,3,2
408,1,1
289,0,0
88,0,0
665,1,0
555,0,0
249,1,1
138,1,0
188,0,0
686,1,2
58,0,0
136,0,0
14,1,5
177,3,1
42,1,0
121,2,0
451,1,2
803,1,2
877,0,0
224,0,0
712,0,0
172,4,1
652,0,1
679,1,6
137,0,2
107,0,0
429,0,0
598,0,0
879,0,0
804,0,1
135,0,0
163,0,0
785,0,0
728,0,0
83,0,0
731,0,0
295,0,0
724,0,0
32,1,0
232,0,0
156,0,1
353,1,1
549,1,1
839,0,0
742,1,0
337,1,0
144,0,0
608,0,0
37,0,0
209,0,0
339,0,0
539,0,0
663,0,0
117,0,0
324,1,1
39,2,0
727,3,0
560,1,0
881,0,1
729,1,0
683,0,0
220,0,0
592,1,0
287,0,0
159,0,0
890,0,0
27,0,0
349,1,1
578,1,0
290,0,0
323,0,0
603,0,0
261,0,0
262,4,2
445,0,0
758,0,0
331,2,0
509,0,0
439,1,4
657,0,0
819,0,0
277,0,0
273,0,1
880,0,1
168,1,4
507,0,2
361,1,4
889,1,2
642,0,0
352,0,0
535,0,0
22,0,0
706,0,0
782,1,0
632,0,0
426,0,0
234,4,2
813,0,0
776,0,0
44,1,2
257,0,0
95,0,0
150,0,0
483,0,0
335,1,0
397,0,0
281,0,0
372,1,0
442,0,0
359,0,0
362,1,0
388,0,0
318,0,0
619,2,1
518,0,0
212,0,0
371,1,0
71,0,0
827,0,0
54,1,0
65,0,0
583,0,0
678,0,0
499,1,2
623,1,1
87,1,3
84,0,0
398,0,0
210,0,0
453,0,0
440,0,0
96,0,0
670,1,0
40,1,0
690,0,1
288,0,0
853,1,1
722,1,0
780,0,1
829,0,0
270,0,0
432,1,0
181,8,2
570,0,0
448,0,0
125,0,1
446,0,2
873,0,0
12,0,0
745,0,0
562,0,0
579,1,0
354,1,0
646,1,0
703,0,1
624,0,0
711,0,0
414,0,0
565,0,0
822,0,0
303,0,0
333,0,1
111,0,0
425,1,1
773,0,0
395,0,2
467,0,0
566,2,0
769,1,0
634,0,0
203,0,0
685,1,1
34,0,0
513,0,0
806,0,0
720,0,0
327,0,0
3,0,0
174,0,0
106,0,0
47,1,0
229,0,0
790,0,0
169,0,0
837,0,0
692,0,1
284,0,0
236,0,0
701,1,0
391,1,2
198,0,1
504,0,0
293,0,0
863,0,0
628,0,0
655,0,0
346,0,0
237,1,0
830,0,0
11,1,1
886,0,5
134,1,0
544,1,0
230,3,1
768,0,0
23,0,0
315,1,1
233,0,0
369,0,0
540,0,2
547,1,0
116,0,0
357,0,1
888,0,0
306,1,2
417,1,1
595,1,0
864,8,2
250,1,0
475,0,0
291,0,0
594,0,2
840,0,0
786,0,0
781,0,0
175,0,0
271,0,0
157,0,0
312,2,2
470,2,1
751,1,1
643,3,2
294,0,0
666,2,0
422,0,0
494,0,0
182,0,0
383,0,0
